location,interval,priority
50089,360,high
50091,360,high
50099,360,high
54101,360,high
54109,360,high
54161,500,low
54169,500,low
54181,360,high
54189,360,high
54191,360,high
54199,360,high
53601,360,high
53609,360,high
54211,360,high
54219,360,high
54221,360,high
54229,360,high
54231,360,high
54239,360,high
54241,360,high
54247,360,high
54248,360,high
54251,500,low
54259,500,low
54261,360,high
54269,360,high
54271,360,high
54279,360,high
54281,360,high
54289,360,high
54291,360,high
54299,360,high
54301,360,high
54309,360,high
54311,360,high
54319,360,high
54321,360,high
54329,360,high
54331,360,high
54339,360,high
54341,360,high
54349,360,high
54351,360,high
54359,360,high
54369,500,low
54371,360,high
54379,360,high
54381,360,high
54389,360,high
54391,360,high
54399,360,high
54401,500,low
54409,500,low
54411,500,low
54419,500,low
54429,500,low
54439,500,low
54441,500,low
54449,500,low
54451,360,high
54459,360,high
54461,360,high
54469,360,high
54471,360,high
54479,360,high
54481,360,high
54489,360,high
54491,360,high
54499,360,high
55001,360,high
55009,360,high
54511,500,low
54519,500,low
54521,500,low
54529,500,low
54531,360,high
54539,360,high
54571,360,high
54579,360,high
54581,360,high
54589,360,high
54591,500,low
54599,500,low
54601,360,high
54609,360,high
54611,360,high
54619,500,low
54621,360,high
54629,500,low
54631,500,low
54641,500,low
54651,360,high
54659,360,high
55011,360,high
55019,360,high
55021,360,high
55029,360,high
55031,360,high
55039,360,high
55041,360,high
55049,360,high
55051,360,high
55059,360,high
55071,360,high
55079,360,high
55081,360,high
55089,360,high
55101,360,high
55109,360,high
55111,360,high
55119,360,high
55121,360,high
55129,360,high
55131,360,high
55139,360,high
55141,360,high
55149,360,high
55151,360,high
55159,360,high
55169,500,low
55171,360,high
55179,360,high
55181,360,high
55189,360,high
55199,500,low
55201,360,high
55209,360,high
55211,500,low
55219,500,low
55221,360,high
55229,360,high
55231,360,high
55239,360,high
55241,360,high
55249,360,high
55251,360,high
55259,360,high
55261,360,high
55269,360,high
55281,360,high
55289,360,high
55301,360,high
55309,360,high
55311,360,high
55319,360,high
55321,500,low
55329,360,high
55331,500,low
55339,500,low
55341,500,low
55349,500,low
55351,500,low
55361,500,low
55371,500,low
55381,500,low
55509,360,high
56011,360,high
56019,360,high
56021,360,high
56029,360,high
56031,360,high
56039,360,high
56041,360,high
56049,360,high
56051,360,high
56059,360,high
56061,360,high
56069,360,high
56071,360,high
56079,360,high
56081,360,high
56089,360,high
56091,360,high
56099,360,high
56191,360,high
56199,360,high
56201,360,high
56209,360,high
56241,500,low
56249,500,low
56251,500,low
56259,500,low
56261,360,high
56269,360,high
56289,500,low
57011,360,high
57019,360,high
57021,360,high
57029,360,high
57031,360,high
57039,360,high
57041,360,high
57049,360,high
57051,360,high
57059,360,high
57061,360,high
57069,360,high
57071,360,high
57079,360,high
57081,360,high
57089,360,high
57111,360,high
57119,360,high
57121,360,high
57129,360,high
57131,360,high
57139,360,high
57141,500,low
57149,500,low
58009,360,high
58011,360,high
58019,360,high
58021,360,high
58029,360,high
58031,500,low
58039,360,high
58041,360,high
58049,360,high
58051,360,high
58059,360,high
58061,500,low
58069,360,high
58071,500,low
58079,500,low
58081,500,low
58089,500,low
58091,500,low
58099,500,low
58101,500,low
58109,360,high
58111,360,high
58119,360,high
58121,360,high
58129,360,high
58131,500,low
58139,360,high
58141,360,high
58149,360,high
58151,360,high
58159,360,high
58161,360,high
58169,360,high
58171,500,low
58179,500,low
58181,500,low
58189,500,low
58191,500,low
58199,500,low
58201,500,low
58209,500,low
58211,360,high
58219,360,high
58221,500,low
58229,500,low
58241,360,high
58249,500,low
58251,360,high
58259,360,high
58261,500,low
58269,500,low
58271,360,high
58279,360,high
58281,360,high
58289,360,high
58291,360,high
58299,360,high
58301,360,high
58309,500,low
58311,360,high
58319,360,high
58321,360,high
58329,500,low
58331,360,high
58339,360,high
58341,360,high
58349,360,high
58351,500,low
58359,500,low
58361,500,low
58369,500,low
58371,360,high
58379,360,high
58381,360,high
58389,500,low
58391,500,low
58399,500,low
58401,360,high
58409,500,low
58411,360,high
58419,500,low
58421,500,low
58429,500,low
58431,500,low
58439,500,low
58441,500,low
58449,500,low
58451,500,low
58459,500,low
58461,500,low
58469,500,low
58481,500,low
58489,500,low
58491,500,low
58499,500,low
58501,500,low
58509,500,low
58511,360,high
58519,360,high
58521,360,high
58529,360,high
58531,360,high
58539,360,high
58541,360,high
58549,360,high
58571,360,high
58579,500,low
58581,360,high
58589,500,low
58601,500,low
58609,500,low
58611,500,low
58619,500,low
58621,360,high
58991,360,high
59009,360,high
59011,360,high
59019,360,high
59021,360,high
59029,360,high
59031,360,high
59039,360,high
59041,360,high
59049,360,high
59051,360,high
59059,360,high
59061,360,high
59069,360,high
59072,360,high
59073,360,high
59079,360,high
59081,500,low
59089,360,high
59091,360,high
59099,360,high
59101,500,low
59109,500,low
59111,360,high
59119,360,high
59121,500,low
59129,500,low
59131,500,low
59139,500,low
59141,360,high
59149,360,high
59159,360,high
59161,360,high
59169,360,high
59171,360,high
59179,360,high
59181,360,high
59189,360,high
59191,360,high
59199,360,high
59201,360,high
59209,360,high
59211,360,high
59219,360,high
59221,360,high
59229,360,high
59231,500,low
59239,500,low
59241,500,low
59249,500,low
59251,360,high
59259,360,high
59261,360,high
59269,360,high
59271,360,high
59279,360,high
59281,500,low
59289,500,low
59291,500,low
59299,500,low
59301,500,low
59309,360,high
59311,500,low
59319,360,high
59321,360,high
59329,360,high
59331,360,high
59339,360,high
59341,500,low
59349,360,high
59351,500,low
59359,500,low
59369,500,low
59379,500,low
59381,360,high
59389,360,high
59391,360,high
59399,360,high
59401,360,high
59409,360,high
59411,360,high
59419,360,high
59421,360,high
59429,360,high
59431,360,high
59439,360,high
59441,500,low
59449,500,low
59451,500,low
59459,500,low
59461,500,low
59469,500,low
59471,360,high
59479,360,high
59481,500,low
59499,500,low
59501,360,high
59509,360,high
59511,500,low
59521,360,high
59529,360,high
59541,360,high
59549,500,low
59551,360,high
59559,500,low
59561,360,high
59569,360,high
59571,360,high
59579,360,high
59581,500,low
59589,360,high
59591,500,low
59601,360,high
59609,360,high
59611,360,high
59619,360,high
59621,360,high
59629,360,high
59631,360,high
59639,360,high
59641,500,low
59649,500,low
59651,500,low
59661,500,low
59669,500,low
59671,500,low
59701,500,low
59709,500,low
59711,360,high
59719,360,high
59721,500,low
59729,360,high
59731,360,high
59739,360,high
59741,360,high
59749,360,high
59751,360,high
59759,360,high
59761,360,high
59771,360,high
59779,360,high
59781,360,high
59789,360,high
59791,360,high
59799,360,high
59801,360,high
59809,360,high
59811,360,high
59819,360,high
59821,360,high
59829,360,high
50011,360,high
50019,360,high
50021,360,high
50029,360,high
50031,360,high
50039,360,high
50051,360,high
50059,360,high
50061,360,high
50069,500,low
50071,360,high
50079,500,low
50081,360,high
50089,360,high
50099,360,high
60101,360,high
60119,360,high
60121,360,high
60139,360,high
60141,360,high
60159,360,high
60161,360,high
60179,360,high
60181,360,high
60191,360,high
60199,360,high
60201,360,high
60209,360,high
60211,360,high
60219,360,high
60221,360,high
60229,360,high
60241,500,low
60249,500,low
60251,500,low
60261,360,high
60269,360,high
61009,360,high
61011,360,high
61019,360,high
61021,360,high
61029,360,high
61031,360,high
61039,360,high
61041,360,high
61049,360,high
61061,360,high
61069,500,low
61079,360,high
61089,360,high
61099,500,low
61101,360,high
61111,360,high
61119,360,high
61121,500,low
61129,500,low
61131,500,low
61139,500,low
62011,360,high
62019,360,high
62021,360,high
62029,360,high
62031,360,high
62039,360,high
62041,360,high
62049,360,high
62051,360,high
62059,360,high
62061,360,high
62069,360,high
62071,360,high
62079,360,high
62081,360,high
62089,360,high
62091,360,high
62099,360,high
62101,360,high
62109,360,high
62111,360,high
62119,360,high
62121,360,high
62129,360,high
62131,360,high
62139,360,high
62141,360,high
62149,360,high
62151,500,low
62159,500,low
62161,500,low
62169,500,low
62171,500,low
62179,500,low
62189,360,high
62219,500,low
62221,360,high
62229,360,high
62231,360,high
62239,360,high
62241,360,high
62249,360,high
62251,500,low
62261,500,low
62271,500,low
62301,500,low
62309,500,low
63609,360,high
63011,360,high
63019,360,high
63021,360,high
63029,360,high
63031,360,high
63039,360,high
63041,360,high
63049,360,high
63051,360,high
63059,360,high
63061,360,high
63069,360,high
63071,360,high
63079,360,high
63081,360,high
63089,360,high
63091,360,high
63099,360,high
63101,360,high
63109,360,high
63119,500,low
63131,360,high
63139,360,high
63141,360,high
63149,360,high
63151,500,low
63159,500,low
63161,500,low
63169,500,low
63179,360,high
63181,360,high
63189,360,high
63191,360,high
63199,360,high
63201,360,high
63209,360,high
63211,360,high
63219,360,high
63221,360,high
63229,360,high
63231,360,high
63239,360,high
63241,360,high
63249,360,high
63261,360,high
63269,360,high
63271,360,high
63279,360,high
63281,360,high
63289,360,high
63291,360,high
63299,360,high
63301,360,high
63309,360,high
63311,360,high
63319,360,high
63321,360,high
63329,360,high
63331,360,high
63339,360,high
63341,360,high
63349,360,high
63351,360,high
63359,360,high
63361,360,high
63369,360,high
63371,360,high
63379,360,high
63381,360,high
63389,360,high
63391,360,high
63399,360,high
63609,360,high
64011,360,high
64019,360,high
64021,360,high
64029,360,high
64031,360,high
64039,360,high
64041,360,high
64049,360,high
64051,360,high
64059,360,high
64061,360,high
64069,360,high
64071,360,high
64079,360,high
64081,500,low
64089,500,low
64091,500,low
64099,500,low
64101,360,high
64109,360,high
64111,360,high
64119,360,high
64121,360,high
64129,360,high
64131,360,high
64139,500,low
64141,500,low
64149,500,low
64151,500,low
64159,500,low
64161,500,low
64169,500,low
64171,500,low
64179,500,low
64181,500,low
64189,500,low
64191,500,low
64199,500,low
63601,360,high
63609,360,high
64211,360,high
64219,360,high
64221,360,high
64229,360,high
64231,360,high
64239,360,high
64241,500,low
64249,500,low
64301,500,low
64309,360,high
64311,500,low
64319,360,high
64321,500,low
64329,360,high
64331,360,high
64339,360,high
64341,360,high
64349,360,high
64351,360,high
64359,360,high
64361,360,high
64369,360,high
64371,360,high
64379,360,high
64381,360,high
64389,360,high
64391,360,high
64397,360,high
64399,360,high
64401,360,high
64409,360,high
64411,360,high
64419,360,high
64421,360,high
64429,360,high
64431,500,low
64439,500,low
64441,500,low
64449,500,low
64461,360,high
64469,360,high
64471,360,high
64479,360,high
64481,360,high
64489,360,high
64491,360,high
64499,360,high
65009,500,low
64519,500,low
64521,360,high
64529,360,high
64541,360,high
64549,360,high
64551,360,high
64559,360,high
64561,500,low
64571,500,low
64579,500,low
64601,360,high
64609,360,high
64611,360,high
64619,360,high
64621,360,high
64629,360,high
65009,360,high
65011,360,high
65019,360,high
65021,360,high
65029,360,high
65031,360,high
65039,360,high
65041,360,high
65049,360,high
65059,360,high
65061,360,high
65069,360,high
65071,360,high
65079,360,high
65081,500,low
65089,500,low
65091,500,low
65099,500,low
65101,500,low
65109,500,low
65141,360,high
65149,360,high
65151,360,high
65159,360,high
65161,360,high
65169,360,high
65171,360,high
65179,360,high
65181,500,low
65189,500,low
65191,360,high
65199,360,high
65201,360,high
65209,500,low
65211,500,low
65219,500,low
65221,360,high
65229,360,high
65231,360,high
65239,360,high
65241,500,low
65249,500,low
65251,360,high
65259,360,high
65261,360,high
65269,360,high
65271,360,high
65279,360,high
65281,360,high
65289,360,high
65301,500,low
65309,500,low
65311,500,low
65319,360,high
65321,500,low
65329,500,low
65331,360,high
65339,360,high
65341,360,high
65349,360,high
65351,360,high
65359,360,high
65371,500,low
65379,500,low
65381,500,low
65389,500,low
65391,500,low
65399,500,low
65001,360,high
65009,360,high
65411,500,low
65419,500,low
65429,500,low
65431,360,high
65439,360,high
65441,360,high
65449,360,high
65451,360,high
65459,360,high
65461,360,high
65469,360,high
65481,360,high
65489,360,high
65491,360,high
65499,360,high
65521,360,high
65529,360,high
65531,360,high
65539,360,high
65541,360,high
65549,360,high
65551,360,high
65559,360,high
65561,500,low
65569,500,low
65571,360,high
65579,360,high
65601,360,high
65609,360,high
65611,360,high
65619,360,high
65621,360,high
65629,360,high
65631,360,high
65639,360,high
65641,500,low
65651,500,low
65661,500,low
65669,500,low
65671,500,low
65679,360,high
65681,500,low
65689,500,low
65691,500,low
65699,500,low
65701,500,low
65709,500,low
65711,500,low
65719,500,low
65721,500,low
65729,500,low
65731,500,low
65739,500,low
65799,500,low
65801,500,low
65809,500,low
65009,360,high
66011,360,high
66019,360,high
66021,360,high
66029,360,high
66031,360,high
66039,360,high
66041,360,high
66049,360,high
66051,360,high
66059,360,high
66061,360,high
66069,360,high
66071,360,high
66079,360,high
66081,360,high
66089,360,high
66091,360,high
66099,360,high
66101,360,high
66109,360,high
66111,360,high
66119,360,high
66121,360,high
66129,360,high
66131,360,high
66139,360,high
66141,360,high
66149,360,high
66151,500,low
66161,500,low
66171,500,low
66181,500,low
66191,500,low
66201,500,low
66211,500,low
66221,500,low
66231,500,low
66241,500,low
66251,500,low
66261,500,low
66271,360,high
66291,500,low
66301,500,low
66309,500,low
66311,500,low
66319,500,low
66321,500,low
66329,500,low
66331,360,high
66339,360,high
66341,360,high
66349,360,high
66351,360,high
66359,360,high
66361,360,high
66369,360,high
66371,360,high
66379,360,high
66381,360,high
66389,360,high
66391,500,low
66399,500,low
66401,500,low
66409,500,low
66411,500,low
66419,500,low
66421,360,high
66429,360,high
66431,360,high
66439,360,high
66451,360,high
66459,360,high
66461,360,high
66471,360,high
66479,360,high
66481,360,high
66489,360,high
66491,360,high
66499,360,high
66509,500,low
66511,500,low
66519,500,low
66521,500,low
66529,360,high
66531,500,low
66539,360,high
66541,500,low
66549,500,low
66551,360,high
66559,500,low
66561,360,high
66569,500,low
66571,360,high
66579,500,low
66581,360,high
66589,500,low
66599,500,low
66601,360,high
66609,500,low
66701,360,high
66709,360,high
67009,360,high
67011,360,high
67019,360,high
67021,360,high
67029,360,high
67039,360,high
67041,360,high
67049,360,high
67051,360,high
67059,360,high
67061,360,high
67069,360,high
67071,360,high
67079,360,high
67081,360,high
67089,360,high
67091,360,high
67099,360,high
67101,360,high
67109,360,high
67111,360,high
67119,360,high
67121,360,high
67129,360,high
67131,360,high
67139,360,high
67141,360,high
67151,500,low
67159,500,low
67161,500,low
67169,500,low
67171,360,high
67179,360,high
67181,360,high
67189,360,high
67191,360,high
67199,360,high
67201,360,high
67209,360,high
67211,360,high
67219,360,high
67221,500,low
67229,500,low
67231,500,low
67239,500,low
67241,360,high
67249,360,high
67251,360,high
67259,360,high
67261,360,high
67269,360,high
67271,360,high
67279,360,high
67281,360,high
67289,500,low
67291,500,low
67299,360,high
67301,500,low
67309,360,high
67311,500,low
67319,500,low
67321,500,low
67329,360,high
67331,500,low
67339,360,high
67341,360,high
67349,360,high
67351,500,low
67359,500,low
67361,500,low
67369,500,low
67371,360,high
67379,360,high
67381,360,high
67389,360,high
67391,360,high
67399,360,high
67401,360,high
67409,360,high
67411,360,high
67419,360,high
67421,500,low
67429,500,low
67431,500,low
67439,500,low
67441,360,high
67449,360,high
67451,360,high
67459,360,high
67461,360,high
67469,360,high
67471,500,low
67479,360,high
67481,360,high
67489,360,high
67491,360,high
67499,360,high
67501,500,low
67509,500,low
67511,500,low
67519,500,low
67521,360,high
67529,360,high
67531,500,low
67539,360,high
67541,360,high
67549,360,high
67551,360,high
67559,360,high
67561,360,high
67569,360,high
67571,360,high
67579,500,low
67591,360,high
67599,360,high
67601,360,high
67609,360,high
67611,360,high
67619,360,high
67621,360,high
67629,360,high
67631,360,high
67639,360,high
67641,500,low
67649,500,low
67651,360,high
67659,500,low
67661,500,low
67671,500,low
67689,500,low
67691,500,low
67699,500,low
67701,500,low
67711,500,low
67719,500,low
67721,500,low
67729,500,low
67731,500,low
67739,500,low
67741,500,low
67759,360,high
67761,500,low
67769,500,low
67771,500,low
67779,500,low
67781,500,low
67789,500,low
67791,500,low
67799,500,low
67991,360,high
67999,360,high
68009,360,high
68011,360,high
68019,360,high
68021,360,high
68029,360,high
68031,360,high
68039,360,high
68049,360,high
68051,360,high
68059,360,high
68061,360,high
68069,360,high
68081,360,high
68089,360,high
68091,360,high
68099,360,high
68101,360,high
68109,360,high
68111,360,high
68119,360,high
68121,500,low
68129,500,low
68131,360,high
68139,360,high
68141,360,high
68149,360,high
68151,360,high
68159,360,high
68161,360,high
68169,360,high
68171,360,high
68179,360,high
68181,500,low
68189,500,low
68191,500,low
68199,500,low
68201,500,low
68209,500,low
68239,500,low
69009,360,high
69091,500,low
69099,500,low
70011,360,high
70019,360,high
70021,360,high
70029,360,high
70031,360,high
70039,360,high
70041,360,high
70049,360,high
70051,360,high
70059,360,high
70061,360,high
70069,360,high
70071,360,high
70079,360,high
70081,500,low
70089,500,low
70091,500,low
70099,500,low
70101,360,high
70109,360,high
70111,360,high
70119,360,high
70121,360,high
70129,360,high
70131,360,high
70139,360,high
70141,360,high
70149,360,high
70151,360,high
70161,360,high
70171,360,high
70181,360,high
70191,360,high
70201,360,high
70211,360,high
70221,360,high
70231,360,high
70241,360,high
70251,360,high
70259,360,high
70261,360,high
70269,360,high
70271,360,high
70279,360,high
70281,360,high
70289,360,high
70291,360,high
70299,360,high
70301,360,high
70309,360,high
70311,500,low
70319,500,low
70321,500,low
70329,500,low
70341,500,low
70349,500,low
70359,500,low
70361,500,low
70371,360,high
70379,360,high
70401,500,low
70409,500,low
71011,360,high
71021,360,high
71029,360,high
71031,360,high
71041,360,high
71049,360,high
71051,360,high
71059,360,high
71061,360,high
71069,360,high
71071,360,high
71079,360,high
71081,360,high
71089,360,high
71091,360,high
71099,360,high
71101,360,high
71109,360,high
71111,360,high
71119,360,high
71121,360,high
71129,360,high
71131,360,high
71139,360,high
71141,360,high
71149,360,high
71151,360,high
71159,360,high
71161,360,high
71169,360,high
71171,360,high
71179,360,high
71181,360,high
71189,360,high
71191,360,high
71201,360,high
71209,360,high
71211,360,high
71219,360,high
71221,360,high
71229,360,high
71291,500,low
71299,500,low
71331,500,low
71339,500,low
72011,360,high
72019,360,high
72021,360,high
72029,360,high
72031,360,high
72039,360,high
72041,360,high
72049,360,high
72051,360,high
72059,360,high
72061,360,high
72069,360,high
72071,360,high
72079,360,high
72131,500,low
72139,500,low
72141,500,low
72149,500,low
72151,500,low
72159,500,low
72161,500,low
72169,500,low
72171,360,high
72179,360,high
73019,360,high
73021,500,low
73029,500,low
73031,500,low
73039,500,low
73041,360,high
73049,360,high
73609,360,high
74011,500,low
74019,500,low
74021,500,low
74029,500,low
74031,500,low
74039,500,low
74041,500,low
74051,500,low
74059,500,low
74919,500,low
74929,500,low
74941,360,high
74949,360,high
74959,500,low
74961,500,low
74969,500,low
74979,500,low
75009,360,high
75019,500,low
75021,500,low
75031,360,high
75039,360,high
75041,500,low
75051,360,high
75059,360,high
75061,360,high
75069,360,high
75071,500,low
75079,500,low
75081,360,high
75089,360,high
75099,500,low
75101,500,low
75109,360,high
75111,500,low
75121,360,high
75129,360,high
75131,360,high
75139,360,high
75141,360,high
75149,360,high
75151,360,high
75159,360,high
75161,500,low
75169,500,low
75171,360,high
75179,360,high
75201,500,low
75209,500,low
75219,500,low
75221,360,high
75229,360,high
75231,360,high
75239,360,high
75241,360,high
75249,360,high
75251,360,high
75259,360,high
75261,360,high
75269,360,high
75271,360,high
75279,360,high
75281,360,high
75289,360,high
75291,360,high
75299,360,high
75311,360,high
75319,360,high
75329,500,low
75339,500,low
75341,360,high
75349,360,high
75351,360,high
75359,360,high
75361,360,high
75369,360,high
75371,360,high
75379,360,high
75381,500,low
75391,500,low
75001,500,low
75009,500,low
75411,500,low
75419,360,high
75461,360,high
75469,500,low
75471,360,high
75479,360,high
75481,360,high
75489,360,high
75491,360,high
75499,360,high
75501,360,high
75509,360,high
75511,360,high
75519,360,high
75521,500,low
75529,500,low
75531,500,low
75539,500,low
75541,500,low
75549,500,low
75551,500,low
75559,500,low
75561,360,high
75569,360,high
75571,360,high
75579,360,high
75581,360,high
75589,360,high
75591,360,high
75599,360,high
75601,500,low
75609,500,low
75611,500,low
75619,500,low
76031,360,high
76039,360,high
76041,500,low
76049,500,low
76051,360,high
76059,360,high
76061,360,high
76069,360,high
76071,360,high
76079,360,high
76081,360,high
76089,360,high
76091,360,high
76099,360,high
76101,360,high
76109,360,high
76111,360,high
76119,360,high
76121,360,high
76129,360,high
76131,360,high
76139,360,high
76141,360,high
76149,360,high
76151,360,high
76159,500,low
76161,500,low
76169,500,low
76171,500,low
76179,500,low
76181,500,low
76189,500,low
76191,360,high
76199,360,high
76201,360,high
76209,360,high
76211,360,high
76219,360,high
76221,360,high
76229,360,high
76231,360,high
76239,360,high
76241,360,high
76249,360,high
76251,500,low
76259,500,low
76261,500,low
76269,500,low
76271,500,low
76279,500,low
76281,360,high
76289,360,high
76291,500,low
76301,500,low
76311,360,high
76319,360,high
76321,500,low
76329,500,low
76339,500,low
76341,500,low
76349,360,high
76351,360,high
76359,360,high
76361,360,high
76369,360,high
76371,500,low
76391,360,high
76399,360,high
76401,500,low
76409,500,low
76411,360,high
76419,360,high
76421,500,low
76429,500,low
76431,500,low
76439,500,low
76441,500,low
76449,500,low
76451,500,low
76459,500,low
76461,500,low
76469,500,low
76471,500,low
76481,500,low
76511,360,high
76519,360,high
76521,360,high
76529,360,high
76541,360,high
76549,360,high
76551,360,high
76559,360,high
77009,360,high
77011,360,high
77019,360,high
77021,360,high
77029,360,high
77031,360,high
77039,360,high
77041,360,high
77049,360,high
77051,360,high
77059,360,high
77061,500,low
77069,360,high
77071,360,high
77079,500,low
77081,500,low
77089,500,low
77091,500,low
77099,500,low
77101,500,low
77109,500,low
77111,500,low
77119,500,low
77129,500,low
77131,500,low
77139,500,low
77141,500,low
77161,360,high
77169,360,high
77171,360,high
77179,500,low
77181,360,high
77189,500,low
77191,360,high
77199,360,high
77201,360,high
77209,360,high
77211,360,high
77219,360,high
77221,500,low
77231,360,high
77239,360,high
77241,360,high
77249,360,high
77251,360,high
77259,360,high
77261,360,high
77269,360,high
77271,360,high
77279,360,high
77281,360,high
77289,360,high
77291,500,low
77301,360,high
77309,500,low
77311,360,high
77319,500,low
77321,360,high
77329,360,high
77331,360,high
77339,360,high
77341,500,low
77349,500,low
77351,500,low
77359,500,low
77361,500,low
77369,500,low
77379,360,high
77381,360,high
77389,500,low
77401,500,low
77409,500,low
78031,360,high
78039,360,high
78049,360,high
78061,360,high
78069,360,high
78071,360,high
78079,500,low
78081,360,high
78089,360,high
78091,500,low
78099,500,low
78101,360,high
78109,360,high
78111,360,high
78119,360,high
78121,360,high
78129,360,high
78131,360,high
78139,360,high
78141,360,high
78149,360,high
78151,500,low
78159,500,low
78161,500,low
78169,500,low
78171,500,low
78179,500,low
78181,360,high
78189,360,high
78191,360,high
78199,360,high
78201,500,low
78209,500,low
78211,500,low
78219,500,low
78221,500,low
78229,360,high
78231,500,low
78241,500,low
78251,500,low
78259,500,low
78261,500,low
78269,500,low
78271,500,low
78279,500,low
80009,360,high
80011,360,high
80029,360,high
80031,360,high
80039,360,high
80049,360,high
80051,360,high
80069,360,high
80071,360,high
80089,360,high
80091,360,high
80101,360,high
80109,360,high
80111,360,high
80119,360,high
80141,360,high
80149,360,high
80151,360,high
80159,360,high
80161,360,high
80169,360,high
80171,500,low
80179,500,low
80181,500,low
80189,500,low
80191,500,low
80199,500,low
80211,360,high
80219,360,high
80229,360,high
80231,360,high
80239,360,high
80249,360,high
80251,360,high
80259,360,high
80269,500,low
80271,360,high
80279,360,high
80289,360,high
80291,500,low
80299,500,low
80301,500,low
80309,500,low
80311,500,low
80319,500,low
81011,360,high
81029,360,high
81031,360,high
81049,360,high
81051,360,high
81069,360,high
81081,360,high
81089,360,high
81091,360,high
81099,360,high
81101,360,high
81109,360,high
81111,360,high
81119,360,high
81129,360,high
81131,360,high
81139,360,high
81141,360,high
81149,360,high
81151,360,high
81159,360,high
81161,360,high
81169,360,high
81171,360,high
81179,360,high
81181,360,high
81189,360,high
81191,360,high
81199,360,high
81201,360,high
81209,360,high
81211,360,high
81219,360,high
81221,360,high
81229,360,high
81231,500,low
82009,360,high
82011,360,high
82029,360,high
82032,360,high
82033,360,high
82049,360,high
82051,360,high
82059,360,high
82061,360,high
82069,360,high
82071,360,high
82079,360,high
82081,360,high
82089,360,high
82091,360,high
82099,360,high
82109,360,high
82111,500,low
82119,360,high
82121,360,high
82129,360,high
82131,360,high
82139,360,high
82141,500,low
82149,500,low
82151,500,low
82159,500,low
82171,500,low
82179,500,low
82181,500,low
82221,360,high
82229,500,low
82231,500,low
82241,500,low
82249,500,low
82251,500,low
82259,500,low
83011,360,high
83029,360,high
83031,360,high
83049,360,high
83059,360,high
83062,360,high
83063,500,low
83079,360,high
83081,360,high
83099,360,high
83101,360,high
83109,360,high
83111,360,high
83119,360,high
83121,360,high
83129,360,high
83131,500,low
83139,360,high
83141,500,low
83149,500,low
83151,360,high
83159,360,high
83169,360,high
83171,500,low
83179,500,low
83181,360,high
83189,500,low
83191,360,high
83199,500,low
