location,interval,priority
44629,600,low
44631,600,low
44639,420,high
44641,420,high
44649,420,high
44651,600,low
44659,600,low
44661,420,high
44669,420,high
44671,600,low
44679,600,low
44689,420,high
44691,420,high
44699,420,high
44701,420,high
44709,420,high
44721,420,high
44731,420,high
44739,420,high
44771,420,high
44779,420,high
44791,420,high
44799,420,high
44801,420,high
44809,420,high
44811,420,high
44819,420,high
44821,600,low
44829,420,high
44831,600,low
44839,600,low
44859,600,low
44861,420,high
44869,420,high
44871,420,high
44879,420,high
44881,600,low
44889,420,high
44891,420,high
44899,420,high
44909,420,high
44911,600,low
44919,600,low
44921,600,low
44929,600,low
44931,420,high
44941,600,low
44949,600,low
44951,600,low
44959,600,low
44969,600,low
44989,600,low
44999,420,high
60009,420,high
60011,420,high
60019,420,high
60021,420,high
60029,420,high
60031,420,high
60039,420,high
60041,420,high
60049,420,high
60051,420,high
60059,420,high
60061,420,high
60069,420,high
60071,420,high
60079,420,high
60091,420,high
60099,420,high
45101,420,high
45109,420,high
45111,420,high
45119,420,high
45121,420,high
45129,420,high
45131,420,high
45139,420,high
45141,420,high
45149,600,low
45151,600,low
45159,600,low
45161,600,low
45169,600,low
45171,600,low
45179,600,low
45181,600,low
45189,600,low
45191,600,low
45199,600,low
45201,600,low
45209,600,low
45211,600,low
45221,600,low
45229,600,low
45231,600,low
45239,600,low
45241,600,low
45249,600,low
45251,600,low
45259,600,low
45261,600,low
45269,600,low
45271,600,low
45279,600,low
45291,420,high
45299,420,high
45301,420,high
45309,420,high
45311,600,low
45319,600,low
45321,420,high
45329,420,high
45339,600,low
45349,600,low
45351,600,low
45359,600,low
45361,420,high
45369,420,high
45371,600,low
45379,600,low
45389,420,high
45399,420,high
45401,420,high
45411,420,high
45421,420,high
45439,420,high
45441,600,low
45449,600,low
45451,420,high
45461,600,low
45469,600,low
45489,600,low
45491,600,low
45581,600,low
45589,600,low
45591,600,low
45599,600,low
46008,420,high
46009,420,high
46011,420,high
46019,420,high
46021,600,low
46029,420,high
46031,600,low
46039,420,high
46041,600,low
46049,420,high
46051,600,low
46059,420,high
46069,420,high
46071,420,high
46079,420,high
46088,420,high
46091,420,high
46101,420,high
46109,420,high
46111,420,high
46119,420,high
46121,420,high
46129,600,low
46131,420,high
46139,600,low
46141,600,low
46149,600,low
46151,600,low
46159,600,low
46161,600,low
46169,600,low
46171,600,low
46179,600,low
46181,420,high
46189,420,high
46191,420,high
46199,420,high
46201,600,low
46209,600,low
46211,420,high
46219,420,high
46221,420,high
46229,600,low
46239,600,low
46241,600,low
46249,600,low
46251,600,low
46261,600,low
46269,420,high
46271,420,high
46279,420,high
46281,420,high
46289,420,high
46291,420,high
46299,420,high
46301,600,low
46309,600,low
46311,600,low
46319,600,low
46321,600,low
46329,600,low
46331,420,high
46339,420,high
46341,420,high
46349,420,high
46351,420,high
46359,420,high
46361,420,high
46369,420,high
46371,420,high
46379,420,high
46381,420,high
46389,420,high
46391,420,high
46399,420,high
46401,600,low
46409,600,low
46411,420,high
46419,600,low
46421,600,low
46429,600,low
46431,600,low
46439,600,low
46441,600,low
46449,600,low
46451,420,high
46459,600,low
46461,420,high
46469,600,low
46471,420,high
46479,420,high
46481,420,high
46489,420,high
46491,420,high
46499,420,high
46501,420,high
46509,420,high
46511,420,high
46519,420,high
46521,420,high
46529,420,high
46531,420,high
46539,420,high
46541,420,high
46549,420,high
46551,600,low
46559,420,high
46561,600,low
46569,420,high
46571,600,low
46579,420,high
46581,600,low
46589,420,high
46591,420,high
46611,420,high
46619,420,high
46621,420,high
46629,420,high
46631,420,high
46639,420,high
46641,420,high
46649,420,high
46651,600,low
46659,600,low
46661,600,low
46669,600,low
46671,600,low
46679,600,low
46681,600,low
46689,600,low
46691,600,low
46699,600,low
46709,600,low
46711,420,high
46719,600,low
46721,420,high
46729,600,low
46731,600,low
46739,600,low
46741,600,low
46749,600,low
46759,420,high
46761,420,high
46769,420,high
46771,420,high
46779,420,high
46781,600,low
46789,600,low
46791,600,low
46799,600,low
46801,600,low
46809,600,low
46811,600,low
46821,600,low
46831,600,low
46841,600,low
46851,600,low
46859,600,low
46861,600,low
46869,600,low
46871,600,low
46879,600,low
46881,600,low
46891,600,low
46901,600,low
46911,600,low
46921,600,low
46931,600,low
46941,600,low
46951,600,low
46969,600,low
46971,420,high
46979,420,high
46981,420,high
46989,600,low
46991,600,low
46999,600,low
47009,420,high
47011,420,high
47019,600,low
47021,420,high
47029,600,low
47031,420,high
47039,600,low
47041,420,high
47049,600,low
47051,420,high
47059,600,low
47061,420,high
47069,600,low
47071,420,high
47079,600,low
47081,600,low
47089,600,low
47091,420,high
47099,600,low
47101,420,high
47109,600,low
47111,420,high
47119,600,low
47121,600,low
47129,600,low
47131,600,low
47141,600,low
47151,600,low
47169,600,low
47179,600,low
47189,600,low
47199,600,low
47201,420,high
47491,600,low
47499,600,low
47501,600,low
47509,600,low
47511,600,low
47521,600,low
47529,600,low
47539,600,low
47541,420,high
47549,600,low
47551,420,high
47559,600,low
47561,600,low
47569,600,low
47571,600,low
47579,600,low
47581,600,low
47589,600,low
47591,420,high
47599,600,low
47601,420,high
47609,420,high
47611,420,high
47619,420,high
47621,420,high
47629,600,low
47641,600,low
47649,600,low
47651,600,low
47659,600,low
47661,600,low
47671,600,low
47681,600,low
47711,420,high
47721,600,low
47731,600,low
47739,600,low
47749,600,low
47751,600,low
47759,600,low
47801,420,high
47809,420,high
47811,600,low
47819,600,low
47821,600,low
47829,600,low
48011,600,low
48019,600,low
48021,420,high
48029,420,high
48031,420,high
48039,420,high
48041,420,high
48049,420,high
48051,420,high
48059,420,high
48061,420,high
48069,420,high
48071,600,low
48079,600,low
48081,600,low
48089,600,low
48091,600,low
48099,600,low
48101,600,low
48109,600,low
48111,420,high
48119,420,high
48131,420,high
48141,600,low
48149,600,low
49011,600,low
49019,600,low
49021,600,low
49029,600,low
49031,600,low
49039,600,low
49041,600,low
49049,600,low
49051,600,low
49059,600,low
49061,600,low
49069,600,low
49071,600,low
49079,600,low
49081,600,low
49089,600,low
49091,420,high
49099,600,low
49101,420,high
49109,600,low
49111,420,high
49119,600,low
49121,600,low
49129,600,low
49131,600,low
49139,600,low
49141,600,low
49149,420,high
49151,600,low
49159,420,high
49171,600,low
49179,420,high
49181,600,low
49189,420,high
49199,600,low
49209,600,low
49211,600,low
49219,600,low
49229,600,low
49239,600,low
49249,600,low
49251,600,low
49259,600,low
50011,420,high
50019,420,high
50021,420,high
50029,420,high
50031,420,high
50037,420,high
50038,420,high
50041,420,high
50049,420,high
50051,420,high
50059,420,high
50061,420,high
50069,420,high
50071,600,low
50079,420,high
50081,600,low
50089,420,high
50111,600,low
50119,600,low
50121,600,low
50129,600,low
50159,420,high
50161,420,high
50169,420,high
50171,420,high
50179,420,high
50189,420,high
50191,420,high
50199,420,high
50201,420,high
50209,420,high
50211,420,high
50221,420,high
50229,420,high
50231,420,high
50239,420,high
50241,420,high
50249,420,high
50251,600,low
50259,600,low
50261,600,low
50279,600,low
50301,600,low
50321,600,low
50331,600,low
50339,600,low
50341,600,low
50349,600,low
50351,600,low
50361,600,low
50991,420,high
51011,420,high
51019,420,high
51021,420,high
51029,420,high
51031,420,high
51039,420,high
51049,420,high
51051,420,high
51059,420,high
51069,420,high
51071,420,high
51079,420,high
