BusStopCode,interval,priority
44609,450,low
44611,300,high
44619,300,high
44621,300,high
44629,450,low
44631,450,low
44639,300,high
44641,300,high
44649,300,high
44651,450,low
44659,450,low
44661,300,high
44669,300,high
44671,450,low
44679,450,low
44689,300,high
44691,300,high
44699,300,high
44701,300,high
44709,300,high
44721,300,high
44731,300,high
44739,300,high
44771,300,high
44779,300,high
44791,300,high
44799,300,high
44801,300,high
44809,300,high
44811,300,high
44819,300,high
44821,450,low
44829,300,high
44831,450,low
44839,450,low
44859,450,low
44861,300,high
44869,300,high
44871,300,high
44879,300,high
44881,450,low
44889,300,high
44891,300,high
44899,300,high
44909,300,high
44911,450,low
44919,450,low
44921,450,low
44929,450,low
44931,300,high
44941,450,low
44949,450,low
44951,450,low
44959,450,low
44969,450,low
44989,450,low
44999,300,high
45009,300,high
45011,300,high
45019,300,high
45021,300,high
45029,300,high
45031,300,high
45039,300,high
45041,300,high
45049,300,high
45051,300,high
45059,300,high
45061,300,high
45069,300,high
45071,300,high
45079,300,high
45091,300,high
45099,300,high
45101,300,high
45109,300,high
45111,300,high
45119,300,high
45121,300,high
45129,300,high
45131,300,high
45139,300,high
45141,300,high
45149,450,low
45151,450,low
45159,450,low
45161,450,low
45169,450,low
45171,450,low
45179,450,low
45181,450,low
45189,450,low
45191,450,low
45199,450,low
45201,450,low
45209,450,low
45211,450,low
45221,450,low
45229,450,low
45231,450,low
45239,450,low
45241,450,low
45249,450,low
45251,450,low
45259,450,low
45261,450,low
45269,450,low
45271,450,low
45279,450,low
45291,300,high
45299,300,high
45301,300,high
45309,300,high
45311,450,low
45319,450,low
45321,300,high
45329,300,high
45339,450,low
45349,450,low
45351,450,low
45359,450,low
45361,300,high
45369,300,high
45371,450,low
45379,450,low
45389,300,high
45399,300,high
45401,300,high
45411,300,high
45421,300,high
45439,300,high
45441,450,low
45449,450,low
45451,300,high
45461,450,low
45469,450,low
45489,450,low
45491,450,low
45581,450,low
45589,450,low
45591,450,low
45599,450,low
46008,300,high
46009,300,high
46011,300,high
46019,300,high
46021,450,low
46029,300,high
46031,450,low
46039,300,high
46041,450,low
46049,300,high
46051,450,low
46059,300,high
46069,300,high
46071,300,high
46079,300,high
46088,300,high
46091,300,high
46101,300,high
46109,300,high
46111,300,high
46119,300,high
46121,300,high
46129,450,low
46131,300,high
46139,450,low
46141,450,low
46149,450,low
46151,450,low
46159,450,low
46161,450,low
46169,450,low
46171,450,low
46179,450,low
46181,300,high
46189,300,high
46191,300,high
46199,300,high
46201,450,low
46209,450,low
46211,300,high
46219,300,high
46221,300,high
46229,450,low
46239,450,low
46241,450,low
46249,450,low
46251,450,low
46261,450,low
46269,300,high
46271,300,high
46279,300,high
46281,300,high
46289,300,high
46291,300,high
46299,300,high
46301,450,low
46309,450,low
46311,450,low
46319,450,low
46321,450,low
46329,450,low
46331,300,high
46339,300,high
46341,300,high
46349,300,high
46351,300,high
46359,300,high
46361,300,high
46369,300,high
46371,300,high
46379,300,high
46381,300,high
46389,300,high
46391,300,high
46399,300,high
46401,450,low
46409,450,low
46411,300,high
46419,450,low
46421,450,low
46429,450,low
46431,450,low
46439,450,low
46441,450,low
46449,450,low
46451,300,high
46459,450,low
46461,300,high
46469,450,low
46471,300,high
46479,300,high
46481,300,high
46489,300,high
46491,300,high
46499,300,high
46501,300,high
46509,300,high
46511,300,high
46519,300,high
46521,300,high
46529,300,high
46531,300,high
46539,300,high
46541,300,high
46549,300,high
46551,450,low
46559,300,high
46561,450,low
46569,300,high
46571,450,low
46579,300,high
46581,450,low
46589,300,high
46591,300,high
46611,300,high
46619,300,high
46621,300,high
46629,300,high
46631,300,high
46639,300,high
46641,300,high
46649,300,high
46651,450,low
46659,450,low
46661,450,low
46669,450,low
46671,450,low
46679,450,low
46681,450,low
46689,450,low
46691,450,low
46699,450,low
46709,450,low
46711,300,high
46719,450,low
46721,300,high
46729,450,low
46731,450,low
46739,450,low
46741,450,low
46749,450,low
46759,300,high
46761,300,high
46769,300,high
46771,300,high
46779,300,high
46781,450,low
46789,450,low
46791,450,low
46799,450,low
46801,450,low
46809,450,low
46811,450,low
46821,450,low
46831,450,low
46841,450,low
46851,450,low
46859,450,low
46861,450,low
46869,450,low
46871,450,low
46879,450,low
46881,450,low
46891,450,low
46901,450,low
46911,450,low
46921,450,low
46931,450,low
46941,450,low
46951,450,low
46969,450,low
46971,300,high
46979,300,high
46981,300,high
46989,450,low
46991,450,low
46999,450,low
47009,300,high
47011,300,high
47019,450,low
47021,300,high
47029,450,low
47031,300,high
47039,450,low
47041,300,high
47049,450,low
47051,300,high
47059,450,low
47061,300,high
47069,450,low
47071,300,high
47079,450,low
47081,450,low
47089,450,low
47091,300,high
47099,450,low
47101,300,high
47109,450,low
47111,300,high
47119,450,low
47121,450,low
47129,450,low
47131,450,low
47141,450,low
47151,450,low
47169,450,low
47179,450,low
47189,450,low
47199,450,low
47201,300,high
47491,450,low
47499,450,low
47501,450,low
47509,450,low
47511,450,low
47521,450,low
47529,450,low
47539,450,low
47541,300,high
47549,450,low
47551,300,high
47559,450,low
47561,450,low
47569,450,low
47571,450,low
47579,450,low
47581,450,low
47589,450,low
47591,300,high
47599,450,low
47601,300,high
47609,300,high
47611,300,high
47619,300,high
47621,300,high
47629,450,low
47641,450,low
47649,450,low
47651,450,low
47659,450,low
47661,450,low
47671,450,low
47681,450,low
47711,300,high
47721,450,low
47731,450,low
47739,450,low
47749,450,low
47751,450,low
47759,450,low
47801,300,high
47809,300,high
47811,450,low
47819,450,low
47821,450,low
47829,450,low
48011,450,low
48019,450,low
48021,300,high
48029,300,high
48031,300,high
48039,300,high
48041,300,high
48049,300,high
48051,300,high
48059,300,high
48061,300,high
48069,300,high
48071,450,low
48079,450,low
48081,450,low
48089,450,low
48091,450,low
48099,450,low
48101,450,low
48109,450,low
48111,300,high
48119,300,high
48131,300,high
48141,450,low
48149,450,low
49011,450,low
49019,450,low
49021,450,low
49029,450,low
49031,450,low
49039,450,low
49041,450,low
49049,450,low
49051,450,low
49059,450,low
49061,450,low
49069,450,low
49071,450,low
49079,450,low
49081,450,low
49089,450,low
49091,300,high
49099,450,low
49101,300,high
49109,450,low
49111,300,high
49119,450,low
49121,450,low
49129,450,low
49131,450,low
49139,450,low
49141,450,low
49149,300,high
49151,450,low
49159,300,high
49171,450,low
49179,300,high
49181,450,low
49189,300,high
49199,450,low
49209,450,low
49211,450,low
49219,450,low
49229,450,low
49239,450,low
49249,450,low
49251,450,low
49259,450,low
50011,300,high
50019,300,high
50021,300,high
50029,300,high
50031,300,high
50037,300,high
50038,300,high
50041,300,high
50049,300,high
50051,300,high
50059,300,high
50061,300,high
50069,300,high
50071,450,low
50079,300,high
50081,450,low
50089,300,high
50111,450,low
50119,450,low
50121,450,low
50129,450,low
50159,300,high
50161,300,high
50169,300,high
50171,300,high
50179,300,high
50189,300,high
50191,300,high
50199,300,high
50201,300,high
50209,300,high
50211,300,high
50221,300,high
50229,300,high
50231,300,high
50239,300,high
50241,300,high
50249,300,high
50251,450,low
50259,450,low
50261,450,low
50279,450,low
50301,450,low
50321,450,low
50331,450,low
50339,450,low
50341,450,low
50349,450,low
50351,450,low
50361,450,low
50991,300,high
51011,300,high
51019,300,high
51021,300,high
51029,300,high
51031,300,high
51039,300,high
51049,300,high
51051,300,high
51059,300,high
51069,300,high
51071,300,high
51079,300,high
51081,450,low
51089,450,low
51091,300,high
51099,300,high
51101,300,high
51109,300,high
51111,300,high
51119,300,high
51131,300,high
51139,300,high
51199,300,high
52009,300,high
52011,300,high
52019,300,high
52021,300,high
52029,300,high
52031,300,high
52039,300,high
52049,300,high
52051,300,high
52059,300,high
52061,300,high
52069,300,high
52071,300,high
52079,300,high
52081,300,high
52089,300,high
52099,300,high
52109,300,high
52119,300,high
52129,300,high
52131,300,high
52139,300,high
52141,300,high
52149,300,high
52151,300,high
52159,300,high
52161,300,high
52169,300,high
52171,300,high
52179,300,high
52181,300,high
52189,300,high
52191,300,high
52199,300,high
52201,300,high
52209,300,high
52211,300,high
52219,300,high
52221,450,low
52229,450,low
52231,300,high
52239,300,high
52241,450,low
52249,450,low
52251,300,high
52259,300,high
52261,300,high
52269,300,high
52271,300,high
52279,300,high
52281,450,low
52289,450,low
52291,450,low
52299,450,low
52301,450,low
52309,450,low
52311,300,high
52319,300,high
52321,300,high
52329,300,high
52331,300,high
52339,300,high
52341,450,low
52349,450,low
52351,300,high
52359,450,low
52361,300,high
52369,300,high
52371,450,low
52381,450,low
52389,450,low
52391,450,low
52399,450,low
52401,300,high
52409,450,low
52411,300,high
52419,450,low
52421,450,low
52429,450,low
52431,450,low
52439,450,low
52441,300,high
52449,300,high
52451,300,high
52479,450,low
52481,450,low
52489,450,low
52499,300,high
52501,300,high
52509,300,high
52529,450,low
52531,450,low
52539,450,low
52551,450,low
52559,450,low
52561,450,low
52569,450,low
52571,450,low
52579,450,low
52581,450,low
53009,300,high
53011,300,high
53019,300,high
53021,300,high
53029,300,high
53039,300,high
53041,300,high
53049,300,high
53051,300,high
53059,300,high
53061,300,high
53069,300,high
53071,300,high
53079,300,high
53081,300,high
53089,300,high
53091,300,high
53099,300,high
53111,450,low
53119,450,low
53121,300,high
53129,300,high
53131,300,high
53139,300,high
53141,300,high
53149,300,high
53151,300,high
53159,300,high
53161,300,high
53169,300,high
53171,450,low
53179,300,high
53181,450,low
53189,450,low
53191,450,low
53199,450,low
53201,450,low
53209,450,low
53211,300,high
53219,300,high
53221,300,high
53229,300,high
53231,300,high
53239,300,high
53241,300,high
53249,300,high
53251,300,high
53259,450,low
53261,450,low
53269,450,low
53271,300,high
53279,300,high
53281,300,high
53289,300,high
53291,450,low
53299,450,low
53301,450,low
53309,450,low
53311,450,low
53319,450,low
53321,300,high
53329,300,high
53331,300,high
53339,300,high
53341,300,high
53349,300,high
53351,300,high
53359,300,high
53361,300,high
53369,300,high
53371,300,high
53379,300,high
53381,300,high
53389,300,high
53391,300,high
53399,300,high
53401,450,low
53409,450,low
53419,450,low
53421,450,low
53439,450,low
53509,450,low
53519,450,low
54009,300,high
54011,300,high
54019,300,high
54031,300,high
54039,300,high
54041,300,high
54049,300,high
54051,300,high
54059,300,high
54061,300,high
54069,300,high
54071,300,high
54079,300,high
54081,300,high
54089,300,high
54091,300,high
54099,300,high
54101,300,high
54109,300,high
54161,450,low
54169,450,low
54181,300,high
54189,300,high
54191,300,high
54199,300,high
54201,300,high
54209,300,high
54211,300,high
54219,300,high
54221,300,high
54229,300,high
54231,300,high
54239,300,high
54241,300,high
54247,300,high
54248,300,high
54251,450,low
54259,450,low
54261,300,high
54269,300,high
54271,300,high
54279,300,high
54281,300,high
54289,300,high
54291,300,high
54299,300,high
54301,300,high
54309,300,high
54311,300,high
54319,300,high
54321,300,high
54329,300,high
54331,300,high
54339,300,high
54341,300,high
54349,300,high
54351,300,high
54359,300,high
54369,450,low
54371,300,high
54379,300,high
54381,300,high
54389,300,high
54391,300,high
54399,300,high
54401,450,low
54409,450,low
54411,450,low
54419,450,low
54429,450,low
54439,450,low
54441,450,low
54449,450,low
54451,300,high
54459,300,high
54461,300,high
54469,300,high
54471,300,high
54479,300,high
54481,300,high
54489,300,high
54491,300,high
54499,300,high
54501,300,high
54509,300,high
54511,450,low
54519,450,low
54521,450,low
54529,450,low
54531,300,high
54539,300,high
54571,300,high
54579,300,high
54581,300,high
54589,300,high
54591,450,low
54599,450,low
54601,300,high
54609,300,high
54611,300,high
54619,450,low
54621,300,high
54629,450,low
54631,450,low
54641,450,low
54651,300,high
54659,300,high
55011,300,high
55019,300,high
55021,300,high
55029,300,high
55031,300,high
55039,300,high
55041,300,high
55049,300,high
55051,300,high
55059,300,high
55071,300,high
55079,300,high
55081,300,high
55089,300,high
55101,300,high
55109,300,high
55111,300,high
55119,300,high
55121,300,high
55129,300,high
55131,300,high
55139,300,high
55141,300,high
55149,300,high
55151,300,high
55159,300,high
55169,450,low
55171,300,high
55179,300,high
55181,300,high
55189,300,high
55199,450,low
55201,300,high
55209,300,high
55211,450,low
55219,450,low
55221,300,high
55229,300,high
55231,300,high
55239,300,high
55241,300,high
55249,300,high
55251,300,high
55259,300,high
55261,300,high
55269,300,high
55281,300,high
55289,300,high
55301,300,high
55309,300,high
55311,300,high
55319,300,high
55321,450,low
55329,300,high
55331,450,low
55339,450,low
55341,450,low
55349,450,low
55351,450,low
55361,450,low
55371,450,low
55381,450,low
55509,300,high
56011,300,high
56019,300,high
56021,300,high
56029,300,high
56031,300,high
56039,300,high
56041,300,high
56049,300,high
56051,300,high
56059,300,high
56061,300,high
56069,300,high
56071,300,high
56079,300,high
56081,300,high
56089,300,high
56091,300,high
56099,300,high
56191,300,high
56199,300,high
56201,300,high
56209,300,high
56241,450,low
56249,450,low
56251,450,low
56259,450,low
56261,300,high
56269,300,high
56289,450,low
57011,300,high
57019,300,high
57021,300,high
57029,300,high
57031,300,high
57039,300,high
57041,300,high
57049,300,high
57051,300,high
57059,300,high
57061,300,high
57069,300,high
57071,300,high
57079,300,high
57081,300,high
57089,300,high
57111,300,high
57119,300,high
57121,300,high
57129,300,high
57131,300,high
57139,300,high
57141,450,low
57149,450,low
58009,300,high
58011,300,high
58019,300,high
58021,300,high
58029,300,high
58031,450,low
58039,300,high
58041,300,high
58049,300,high
58051,300,high
58059,300,high
58061,450,low
58069,300,high
58071,450,low
58079,450,low
58081,450,low
58089,450,low
58091,450,low
58099,450,low
58101,450,low
58109,300,high
58111,300,high
58119,300,high
58121,300,high
58129,300,high
58131,450,low
58139,300,high
58141,300,high
58149,300,high
58151,300,high
58159,300,high
58161,300,high
58169,300,high
58171,450,low
58179,450,low
58181,450,low
58189,450,low
58191,450,low
58199,450,low
58201,450,low
58209,450,low
58211,300,high
58219,300,high
58221,450,low
58229,450,low
58241,300,high
58249,450,low
58251,300,high
58259,300,high
58261,450,low
58269,450,low
58271,300,high
58279,300,high
58281,300,high
58289,300,high
58291,300,high
58299,300,high
58301,300,high
58309,450,low
58311,300,high
58319,300,high
58321,300,high
58329,450,low
58331,300,high
58339,300,high
58341,300,high
58349,300,high
58351,450,low
58359,450,low
58361,450,low
58369,450,low
58371,300,high
58379,300,high
58381,300,high
58389,450,low
58391,450,low
58399,450,low
58401,300,high
58409,450,low
58411,300,high
58419,450,low
58421,450,low
58429,450,low
58431,450,low
58439,450,low
58441,450,low
58449,450,low
58451,450,low
58459,450,low
58461,450,low
58469,450,low
58481,450,low
58489,450,low
58491,450,low
58499,450,low
58501,450,low
58509,450,low
58511,300,high
58519,300,high
58521,300,high
58529,300,high
58531,300,high
58539,300,high
58541,300,high
58549,300,high
58571,300,high
58579,450,low
58581,300,high
58589,450,low
58601,450,low
58609,450,low
58611,450,low
58619,450,low
58621,300,high
58991,300,high
59009,300,high
59011,300,high
59019,300,high
59021,300,high
59029,300,high
59031,300,high
59039,300,high
59041,300,high
59049,300,high
59051,300,high
59059,300,high
59061,300,high
59069,300,high
59072,300,high
59073,300,high
59079,300,high
59081,450,low
59089,300,high
59091,300,high
59099,300,high
59101,450,low
59109,450,low
59111,300,high
59119,300,high
59121,450,low
59129,450,low
59131,450,low
59139,450,low
59141,300,high
59149,300,high
59159,300,high
59161,300,high
59169,300,high
59171,300,high
59179,300,high
59181,300,high
59189,300,high
59191,300,high
59199,300,high
59201,300,high
59209,300,high
59211,300,high
59219,300,high
59221,300,high
59229,300,high
59231,450,low
59239,450,low
59241,450,low
59249,450,low
59251,300,high
59259,300,high
59261,300,high
59269,300,high
59271,300,high
59279,300,high
59281,450,low
59289,450,low
59291,450,low
59299,450,low
59301,450,low
59309,300,high
59311,450,low
59319,300,high
59321,300,high
59329,300,high
59331,300,high
59339,300,high
59341,450,low
59349,300,high
59351,450,low
59359,450,low
59369,450,low
59379,450,low
59381,300,high
59389,300,high
59391,300,high
59399,300,high
59401,300,high
59409,300,high
59411,300,high
59419,300,high
59421,300,high
59429,300,high
59431,300,high
59439,300,high
59441,450,low
59449,450,low
59451,450,low
59459,450,low
59461,450,low
59469,450,low
59471,300,high
59479,300,high
59481,450,low
59499,450,low
59501,300,high
59509,300,high
59511,450,low
59521,300,high
59529,300,high
59541,300,high
59549,450,low
59551,300,high
59559,450,low
59561,300,high
59569,300,high
59571,300,high
59579,300,high
59581,450,low
59589,300,high
59591,450,low
59601,300,high
59609,300,high
59611,300,high
59619,300,high
59621,300,high
59629,300,high
59631,300,high
59639,300,high
59641,450,low
59649,450,low
59651,450,low
59661,450,low
59669,450,low
59671,450,low
59701,450,low
59709,450,low
59711,300,high
59719,300,high
59721,450,low
59729,300,high
59731,300,high
59739,300,high
59741,300,high
59749,300,high
59751,300,high
59759,300,high
59761,300,high
59771,300,high
59779,300,high
59781,300,high
59789,300,high
59791,300,high
59799,300,high
59801,300,high
59809,300,high
59811,300,high
59819,300,high
59821,300,high
59829,300,high
60011,300,high
60019,300,high
60021,300,high
60029,300,high
60031,300,high
60039,300,high
60051,300,high
60059,300,high
60061,300,high
60069,450,low
60071,300,high
60079,450,low
60081,300,high
60089,300,high
60099,300,high
60101,300,high
60119,300,high
60121,300,high
60139,300,high
60141,300,high
60159,300,high
60161,300,high
60179,300,high
60181,300,high
60191,300,high
60199,300,high
60201,300,high
60209,300,high
60211,300,high
60219,300,high
60221,300,high
60229,300,high
60241,450,low
60249,450,low
60251,450,low
60261,300,high
60269,300,high
61009,300,high
61011,300,high
61019,300,high
61021,300,high
61029,300,high
61031,300,high
61039,300,high
61041,300,high
61049,300,high
61061,300,high
61069,450,low
61079,300,high
61089,300,high
61099,450,low
61101,300,high
61111,300,high
61119,300,high
61121,450,low
61129,450,low
61131,450,low
61139,450,low
62011,300,high
62019,300,high
62021,300,high
62029,300,high
62031,300,high
62039,300,high
62041,300,high
62049,300,high
62051,300,high
62059,300,high
62061,300,high
62069,300,high
62071,300,high
62079,300,high
62081,300,high
62089,300,high
62091,300,high
62099,300,high
62101,300,high
62109,300,high
62111,300,high
62119,300,high
62121,300,high
62129,300,high
62131,300,high
62139,300,high
62141,300,high
62149,300,high
62151,450,low
62159,450,low
62161,450,low
62169,450,low
62171,450,low
62179,450,low
62189,300,high
62219,450,low
62221,300,high
62229,300,high
62231,300,high
62239,300,high
62241,300,high
62249,300,high
62251,450,low
62261,450,low
62271,450,low
62301,450,low
62309,450,low
63009,300,high
63011,300,high
63019,300,high
63021,300,high
63029,300,high
63031,300,high
63039,300,high
63041,300,high
63049,300,high
63051,300,high
63059,300,high
63061,300,high
63069,300,high
63071,300,high
63079,300,high
63081,300,high
63089,300,high
63091,300,high
63099,300,high
63101,300,high
63109,300,high
63119,450,low
63131,300,high
63139,300,high
63141,300,high
63149,300,high
63151,450,low
63159,450,low
63161,450,low
63169,450,low
63179,300,high
63181,300,high
63189,300,high
63191,300,high
63199,300,high
63201,300,high
63209,300,high
63211,300,high
63219,300,high
63221,300,high
63229,300,high
63231,300,high
63239,300,high
63241,300,high
63249,300,high
63261,300,high
63269,300,high
63271,300,high
63279,300,high
63281,300,high
63289,300,high
63291,300,high
63299,300,high
63301,300,high
63309,300,high
63311,300,high
63319,300,high
63321,300,high
63329,300,high
63331,300,high
63339,300,high
63341,300,high
63349,300,high
63351,300,high
63359,300,high
63361,300,high
63369,300,high
63371,300,high
63379,300,high
63381,300,high
63389,300,high
63391,300,high
63399,300,high
64009,300,high
64011,300,high
64019,300,high
64021,300,high
64029,300,high
64031,300,high
64039,300,high
64041,300,high
64049,300,high
64051,300,high
64059,300,high
64061,300,high
64069,300,high
64071,300,high
64079,300,high
64081,450,low
64089,450,low
64091,450,low
64099,450,low
64101,300,high
64109,300,high
64111,300,high
64119,300,high
64121,300,high
64129,300,high
64131,300,high
64139,450,low
64141,450,low
64149,450,low
64151,450,low
64159,450,low
64161,450,low
64169,450,low
64171,450,low
64179,450,low
64181,450,low
64189,450,low
64191,450,low
64199,450,low
64201,300,high
64209,300,high
64211,300,high
64219,300,high
64221,300,high
64229,300,high
64231,300,high
64239,300,high
64241,450,low
64249,450,low
64301,450,low
64309,300,high
64311,450,low
64319,300,high
64321,450,low
64329,300,high
64331,300,high
64339,300,high
64341,300,high
64349,300,high
64351,300,high
64359,300,high
64361,300,high
64369,300,high
64371,300,high
64379,300,high
64381,300,high
64389,300,high
64391,300,high
64397,300,high
64399,300,high
64401,300,high
64409,300,high
64411,300,high
64419,300,high
64421,300,high
64429,300,high
64431,450,low
64439,450,low
64441,450,low
64449,450,low
64461,300,high
64469,300,high
64471,300,high
64479,300,high
64481,300,high
64489,300,high
64491,300,high
64499,300,high
64509,450,low
64519,450,low
64521,300,high
64529,300,high
64541,300,high
64549,300,high
64551,300,high
64559,300,high
64561,450,low
64571,450,low
64579,450,low
64601,300,high
64609,300,high
64611,300,high
64619,300,high
64621,300,high
64629,300,high
65009,300,high
65011,300,high
65019,300,high
65021,300,high
65029,300,high
65031,300,high
65039,300,high
65041,300,high
65049,300,high
65059,300,high
65061,300,high
65069,300,high
65071,300,high
65079,300,high
65081,450,low
65089,450,low
65091,450,low
65099,450,low
65101,450,low
65109,450,low
65141,300,high
65149,300,high
65151,300,high
65159,300,high
65161,300,high
65169,300,high
65171,300,high
65179,300,high
65181,450,low
65189,450,low
65191,300,high
65199,300,high
65201,300,high
65209,450,low
65211,450,low
65219,450,low
65221,300,high
65229,300,high
65231,300,high
65239,300,high
65241,450,low
65249,450,low
65251,300,high
65259,300,high
65261,300,high
65269,300,high
65271,300,high
65279,300,high
65281,300,high
65289,300,high
65301,450,low
65309,450,low
65311,450,low
65319,300,high
65321,450,low
65329,450,low
65331,300,high
65339,300,high
65341,300,high
65349,300,high
65351,300,high
65359,300,high
65371,450,low
65379,450,low
65381,450,low
65389,450,low
65391,450,low
65399,450,low
65401,300,high
65409,300,high
65411,450,low
65419,450,low
65429,450,low
65431,300,high
65439,300,high
65441,300,high
65449,300,high
65451,300,high
65459,300,high
65461,300,high
65469,300,high
65481,300,high
65489,300,high
65491,300,high
65499,300,high
65521,300,high
65529,300,high
65531,300,high
65539,300,high
65541,300,high
65549,300,high
65551,300,high
65559,300,high
65561,450,low
65569,450,low
65571,300,high
65579,300,high
65601,300,high
65609,300,high
65611,300,high
65619,300,high
65621,300,high
65629,300,high
65631,300,high
65639,300,high
65641,450,low
65651,450,low
65661,450,low
65669,450,low
65671,450,low
65679,300,high
65681,450,low
65689,450,low
65691,450,low
65699,450,low
65701,450,low
65709,450,low
65711,450,low
65719,450,low
65721,450,low
65729,450,low
65731,450,low
65739,450,low
65799,450,low
65801,450,low
65809,450,low
66009,300,high
66011,300,high
66019,300,high
66021,300,high
66029,300,high
66031,300,high
66039,300,high
66041,300,high
66049,300,high
66051,300,high
66059,300,high
66061,300,high
66069,300,high
66071,300,high
66079,300,high
66081,300,high
66089,300,high
66091,300,high
66099,300,high
66101,300,high
66109,300,high
66111,300,high
66119,300,high
66121,300,high
66129,300,high
66131,300,high
66139,300,high
66141,300,high
66149,300,high
66151,450,low
66161,450,low
66171,450,low
66181,450,low
66191,450,low
66201,450,low
66211,450,low
66221,450,low
66231,450,low
66241,450,low
66251,450,low
66261,450,low
66271,300,high
66291,450,low
66301,450,low
66309,450,low
66311,450,low
66319,450,low
66321,450,low
66329,450,low
66331,300,high
66339,300,high
66341,300,high
66349,300,high
66351,300,high
66359,300,high
66361,300,high
66369,300,high
66371,300,high
66379,300,high
66381,300,high
66389,300,high
66391,450,low
66399,450,low
66401,450,low
66409,450,low
66411,450,low
66419,450,low
66421,300,high
66429,300,high
66431,300,high
66439,300,high
66451,300,high
66459,300,high
66461,300,high
66471,300,high
66479,300,high
66481,300,high
66489,300,high
66491,300,high
66499,300,high
66509,450,low
66511,450,low
66519,450,low
66521,450,low
66529,300,high
66531,450,low
66539,300,high
66541,450,low
66549,450,low
66551,300,high
66559,450,low
66561,300,high
66569,450,low
66571,300,high
66579,450,low
66581,300,high
66589,450,low
66599,450,low
66601,300,high
66609,450,low
66701,300,high
66709,300,high
67009,300,high
67011,300,high
67019,300,high
67021,300,high
67029,300,high
67039,300,high
67041,300,high
67049,300,high
67051,300,high
67059,300,high
67061,300,high
67069,300,high
67071,300,high
67079,300,high
67081,300,high
67089,300,high
67091,300,high
67099,300,high
67101,300,high
67109,300,high
67111,300,high
67119,300,high
67121,300,high
67129,300,high
67131,300,high
67139,300,high
67141,300,high
67151,450,low
67159,450,low
67161,450,low
67169,450,low
67171,300,high
67179,300,high
67181,300,high
67189,300,high
67191,300,high
67199,300,high
67201,300,high
67209,300,high
67211,300,high
67219,300,high
67221,450,low
67229,450,low
67231,450,low
67239,450,low
67241,300,high
67249,300,high
67251,300,high
67259,300,high
67261,300,high
67269,300,high
67271,300,high
67279,300,high
67281,300,high
67289,450,low
67291,450,low
67299,300,high
67301,450,low
67309,300,high
67311,450,low
67319,450,low
67321,450,low
67329,300,high
67331,450,low
67339,300,high
67341,300,high
67349,300,high
67351,450,low
67359,450,low
67361,450,low
67369,450,low
67371,300,high
67379,300,high
67381,300,high
67389,300,high
67391,300,high
67399,300,high
67401,300,high
67409,300,high
67411,300,high
67419,300,high
67421,450,low
67429,450,low
67431,450,low
67439,450,low
67441,300,high
67449,300,high
67451,300,high
67459,300,high
67461,300,high
67469,300,high
67471,450,low
67479,300,high
67481,300,high
67489,300,high
67491,300,high
67499,300,high
67501,450,low
67509,450,low
67511,450,low
67519,450,low
67521,300,high
67529,300,high
67531,450,low
67539,300,high
67541,300,high
67549,300,high
67551,300,high
67559,300,high
67561,300,high
67569,300,high
67571,300,high
67579,450,low
67591,300,high
67599,300,high
67601,300,high
67609,300,high
67611,300,high
67619,300,high
67621,300,high
67629,300,high
67631,300,high
67639,300,high
67641,450,low
67649,450,low
67651,300,high
67659,450,low
67661,450,low
67671,450,low
67689,450,low
67691,450,low
67699,450,low
67701,450,low
67711,450,low
67719,450,low
67721,450,low
67729,450,low
67731,450,low
67739,450,low
67741,450,low
67759,300,high
67761,450,low
67769,450,low
67771,450,low
67779,450,low
67781,450,low
67789,450,low
67791,450,low
67799,450,low
67991,300,high
67999,300,high
68009,300,high
68011,300,high
68019,300,high
68021,300,high
68029,300,high
68031,300,high
68039,300,high
68049,300,high
68051,300,high
68059,300,high
68061,300,high
68069,300,high
68081,300,high
68089,300,high
68091,300,high
68099,300,high
68101,300,high
68109,300,high
68111,300,high
68119,300,high
68121,450,low
68129,450,low
68131,300,high
68139,300,high
68141,300,high
68149,300,high
68151,300,high
68159,300,high
68161,300,high
68169,300,high
68171,300,high
68179,300,high
68181,450,low
68189,450,low
68191,450,low
68199,450,low
68201,450,low
68209,450,low
68239,450,low
69009,300,high
69091,450,low
69099,450,low
70011,300,high
70019,300,high
70021,300,high
70029,300,high
70031,300,high
70039,300,high
70041,300,high
70049,300,high
70051,300,high
70059,300,high
70061,300,high
70069,300,high
70071,300,high
70079,300,high
70081,450,low
70089,450,low
70091,450,low
70099,450,low
70101,300,high
70109,300,high
70111,300,high
70119,300,high
70121,300,high
70129,300,high
70131,300,high
70139,300,high
70141,300,high
70149,300,high
70151,300,high
70161,300,high
70171,300,high
70181,300,high
70191,300,high
70201,300,high
70211,300,high
70221,300,high
70231,300,high
70241,300,high
70251,300,high
70259,300,high
70261,300,high
70269,300,high
70271,300,high
70279,300,high
70281,300,high
70289,300,high
70291,300,high
70299,300,high
70301,300,high
70309,300,high
70311,450,low
70319,450,low
70321,450,low
70329,450,low
70341,450,low
70349,450,low
70359,450,low
70361,450,low
70371,300,high
70379,300,high
70401,450,low
70409,450,low
71011,300,high
71021,300,high
71029,300,high
71031,300,high
71041,300,high
71049,300,high
71051,300,high
71059,300,high
71061,300,high
71069,300,high
71071,300,high
71079,300,high
71081,300,high
71089,300,high
71091,300,high
71099,300,high
71101,300,high
71109,300,high
71111,300,high
71119,300,high
71121,300,high
